Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Butyricicoccus",,,
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas",,,
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas",,,
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas",,,
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio",,,
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangiineae;Polyangiaceae;Byssovorax",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Unclassified Thiotrichales;Caedibacter",,
Bacteria;Proteobacteria;Gammaproteobacteria;Unclassified Thiotrichales;Caedibacter",,
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas",,,
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Caenispirillum",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Caenispirillum",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Caenispirillum",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldalkalibacillus",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldalkalibacillus",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobius",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobius",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobius",,,
Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldanaerovirga",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Calderihabitans",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldibacillus",,,
Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor",,,
Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor",,,
Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor",,,
Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor",,,
Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor",,,
Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor",,,
Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor",,,
Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor",,,
Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter",,,
Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea",,,
Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea",,,
Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Caldimicrobium",,,
Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Caldimicrobium",,,
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caldimonas",,,
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caldimonas",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caldisalinibacter",,,
Bacteria;Caldiserica;Caldisericia;Caldisericales;Caldisericaceae;Caldisericum",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Calditerricola",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Calditerricola",,,
Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Calditerrivibrio",,,
Bacteria;Deferribacteres;Deferribacteres;Unclassified Deferribacterales;Caldithrix",,,
Bacteria;Deferribacteres;Deferribacteres;Unclassified Deferribacterales;Caldithrix",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermacoccaceae;Calidifontibacter",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloranaerobacter",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caloribacterium",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Camelimonas",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Camelimonas",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Camelimonas",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Caminibacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Caminibacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Caminibacter",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caminicella",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter",,,
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Candidimonas",,,
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Candidimonas",,,
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Candidimonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Canibacter",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga",,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga",,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga",,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga",,,
Bacteria;Firmicutes;Clostridia;Unclassified Clostridiales;Caproiciproducens",,,
Bacteria;Firmicutes;Clostridia;Unclassified Clostridiales;Carboxydocella",,,
Bacteria;Firmicutes;Clostridia;Unclassified Clostridiales;Carboxydocella",,,
Bacteria;Firmicutes;Clostridia;Unclassified Clostridiales;Carboxydocella",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus",,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus",,,
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae;Carboxylicivirga",,,
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae;Carboxylicivirga",,,
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae;Carboxylicivirga",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Carnimonas",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium",,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Caryophanon",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Caryophanon",,,
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella",,,
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella",,,
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella",,,
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella",,,
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella",,,
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella",,,
Bacteria;Firmicutes;Clostridia;Unclassified Clostridiales;Catabacter",,,
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Catalimonadaceae;Catalinimonas",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catellatospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catellatospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catellatospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catellatospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catellatospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catellatospora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catellatospora",,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Catellicoccus",,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catelliglobosispora",,,
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium",,,
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenisphaera",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Catenovulum",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Catenovulum",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Catenulisporineae;Catenulisporaceae;Catenulispora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Catenulisporineae;Catenulisporaceae;Catenulispora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Catenulisporineae;Catenulisporaceae;Catenulispora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Catenulisporineae;Catenulisporaceae;Catenulispora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Catenulisporineae;Catenulisporaceae;Catenulispora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Catenulisporineae;Catenulisporaceae;Catenulispora",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catenuloplanes",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catenuloplanes",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catenuloplanes",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catenuloplanes",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catenuloplanes",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catenuloplanes",,,
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catenuloplanes",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Catonella",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Cavicella",,,
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Caviibacter",,,
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Cecembia",,,
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Cecembia",,,
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Cecembia",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Cedecea",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Cedecea",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Celerinatantimonadaceae;Celerinatantimonas",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Celerinatantimonadaceae;Celerinatantimonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga",,,
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Cellulosibacter",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum",,,
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Cellulosimicrobium",,,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Cellulosimicrobium",,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Cellulosimicrobium",,
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Cellulosimicrobium",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio",,,
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Centipeda",,,
Bacteria;Cyanobacteria;Oscillatoriales;Phormidiaceae;Cephalothrix",,,
Bacteria;Cyanobacteria;Oscillatoriales;Phormidiaceae;Cephalothrix",,,
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cerasibacillus",,,
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Cerasicoccus",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cereibacter",,,
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Cesiribacter",,,
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Cesiribacter",,,
Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Cetia",,,
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Cetobacterium",,
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Cetobacterium",,,
Bacteria;Cyanobacteria;Chroococcales;Chalicogloea",,,
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Chania",,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Chelativorans",,,
